observation_type,label,time_local_eest,time_utc,ts_utc_ms,lat,lon,accuracy_m,session_id,device_id
lamppost,Lamppost in path,2026-08-27 16:14:49,2026-08-27T13:14:49Z,1787836489225,58.3877626,24.4982445,5.2769999504089355,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 16:15:03,2026-08-27T13:15:03Z,1787836503244,58.3878072,24.4987923,5.169000148773193,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 16:16:22,2026-08-27T13:16:22Z,1787836582880,58.387938,24.5022388,3.812000036239624,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 16:16:39,2026-08-27T13:16:39Z,1787836599947,58.3879643,24.5028872,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:18:24,2026-08-27T13:18:24Z,1787836704162,58.38797,24.5067066,2.3329999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:21:05,2026-08-27T13:21:05Z,1787836865784,58.3865817,24.5111846,2.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:21:58,2026-08-27T13:21:58Z,1787836918891,58.386278,24.5119396,3.2079999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 16:22:15,2026-08-27T13:22:15Z,1787836935600,58.3862307,24.5120776,4.203999996185303,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:22:39,2026-08-27T13:22:39Z,1787836959995,58.3860463,24.512429,4.809000015258789,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:22:56,2026-08-27T13:22:56Z,1787836976358,58.3858157,24.5127923,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:25:53,2026-08-27T13:25:53Z,1787837153006,58.3830405,24.5177447,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:26:02,2026-08-27T13:26:02Z,1787837162947,58.3829958,24.517839,2.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:26:20,2026-08-27T13:26:20Z,1787837180525,58.3828683,24.5182937,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:26:26,2026-08-27T13:26:26Z,1787837186986,58.3828598,24.5183431,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:26:33,2026-08-27T13:26:33Z,1787837193671,58.3828453,24.5183978,4.974999904632568,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:26:43,2026-08-27T13:26:43Z,1787837203948,58.3827684,24.5186833,3.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:26:51,2026-08-27T13:26:51Z,1787837211708,58.3827326,24.5187634,3.25,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:26:58,2026-08-27T13:26:58Z,1787837218489,58.382727,24.5188308,2.75,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:27:11,2026-08-27T13:27:11Z,1787837231890,58.3826391,24.5191531,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:27:24,2026-08-27T13:27:24Z,1787837244512,58.3825535,24.5194445,2.4000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:27:36,2026-08-27T13:27:36Z,1787837256071,58.3824731,24.5196934,5.067999839782715,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:27:46,2026-08-27T13:27:46Z,1787837266213,58.3824225,24.5198436,3.4560000896453857,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:27:53,2026-08-27T13:27:53Z,1787837273739,58.3824135,24.5199447,4.296000003814697,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 16:28:01,2026-08-27T13:28:01Z,1787837281086,58.382377,24.5200683,4.007999897003174,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:28:04,2026-08-27T13:28:04Z,1787837284643,58.3823733,24.5201,4.201000213623047,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:28:16,2026-08-27T13:28:16Z,1787837296391,58.3823073,24.5203942,4.609000205993652,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:28:29,2026-08-27T13:28:29Z,1787837309780,58.3822042,24.5207075,4.611000061035156,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:28:38,2026-08-27T13:28:38Z,1787837318665,58.3821537,24.5208262,3.8480000495910645,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:29:08,2026-08-27T13:29:08Z,1787837348276,58.3820092,24.5211089,3.3350000381469727,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:30:01,2026-08-27T13:30:01Z,1787837401056,58.3813383,24.5229067,2.6659998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:30:12,2026-08-27T13:30:12Z,1787837412579,58.3812711,24.5230762,2.8340001106262207,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:30:19,2026-08-27T13:30:19Z,1787837419004,58.3812641,24.5231147,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:30:25,2026-08-27T13:30:25Z,1787837425497,58.3812183,24.5232257,2.799999952316284,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:30:37,2026-08-27T13:30:37Z,1787837437945,58.3810664,24.5235823,3.4000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:30:44,2026-08-27T13:30:44Z,1787837444457,58.3809883,24.5237863,3.750999927520752,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:30:54,2026-08-27T13:30:54Z,1787837454932,58.3808373,24.5241526,3.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:31:09,2026-08-27T13:31:09Z,1787837469136,58.3807531,24.5243997,2.8329999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:31:18,2026-08-27T13:31:18Z,1787837478667,58.3806567,24.5246378,3.2290000915527344,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:31:38,2026-08-27T13:31:38Z,1787837498911,58.3804423,24.5252154,4.840000152587891,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:32:15,2026-08-27T13:32:15Z,1787837535571,58.3799987,24.5262542,4.629000186920166,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:32:24,2026-08-27T13:32:24Z,1787837544791,58.3799584,24.5263579,7.506999969482422,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:32:39,2026-08-27T13:32:39Z,1787837559108,58.3798915,24.52653,2.4779999256134033,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:32:50,2026-08-27T13:32:50Z,1787837570705,58.3798093,24.5267609,2.9820001125335693,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:33:10,2026-08-27T13:33:10Z,1787837590533,58.3795774,24.5273389,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:33:18,2026-08-27T13:33:18Z,1787837598843,58.3794743,24.527598,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:35:10,2026-08-27T13:35:10Z,1787837710843,58.3780506,24.5313437,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:35:40,2026-08-27T13:35:40Z,1787837740206,58.37794,24.5316235,2.628000020980835,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 16:40:24,2026-08-27T13:40:24Z,1787838024732,58.3739907,24.5402366,2.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 16:41:06,2026-08-27T13:41:06Z,1787838066070,58.3734923,24.5412211,4.513000011444092,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:43:23,2026-08-27T13:43:23Z,1787838203052,58.3715087,24.5452394,2.5829999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:43:58,2026-08-27T13:43:58Z,1787838238554,58.370966,24.5461456,2.5829999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:44:01,2026-08-27T13:44:01Z,1787838241891,58.3709282,24.5462324,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 16:44:15,2026-08-27T13:44:15Z,1787838255825,58.3707487,24.5465879,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:44:34,2026-08-27T13:44:34Z,1787838274130,58.370506,24.547114,4.486000061035156,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 16:45:00,2026-08-27T13:45:00Z,1787838300676,58.3702354,24.5477468,4.179999828338623,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
raised_manhole,Raised manhole cover,2026-08-27 16:45:17,2026-08-27T13:45:17Z,1787838317524,58.3702049,24.5478721,9.333000183105469,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:48:17,2026-08-27T13:48:17Z,1787838497660,58.368647,24.5504654,5.676000118255615,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:48:59,2026-08-27T13:48:59Z,1787838539934,58.3680756,24.5511389,3.003000020980835,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:49:24,2026-08-27T13:49:24Z,1787838564096,58.3677315,24.5518312,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:49:29,2026-08-27T13:49:29Z,1787838569511,58.3676805,24.5519202,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:49:53,2026-08-27T13:49:53Z,1787838593153,58.3673179,24.5526027,4.389999866485596,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 16:53:50,2026-08-27T13:53:50Z,1787838830943,58.3637136,24.5593549,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:54:14,2026-08-27T13:54:14Z,1787838854209,58.3634727,24.5598169,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:57:46,2026-08-27T13:57:46Z,1787839066201,58.3605392,24.5655112,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:59:13,2026-08-27T13:59:13Z,1787839153680,58.359937,24.5684305,2.6659998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 16:59:54,2026-08-27T13:59:54Z,1787839194116,58.3599793,24.5684495,6.559000015258789,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:00:00,2026-08-27T14:00:00Z,1787839200865,58.3600471,24.5684994,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:00:11,2026-08-27T14:00:11Z,1787839211543,58.3601891,24.5686172,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:00:19,2026-08-27T14:00:19Z,1787839219451,58.3602633,24.5684728,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:05:06,2026-08-27T14:05:06Z,1787839506530,58.3640418,24.5612306,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:15:19,2026-08-27T14:15:19Z,1787840119521,58.3687047,24.5506102,3.5920000076293945,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 17:15:36,2026-08-27T14:15:36Z,1787840136519,58.3686905,24.5505972,2.0999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:15:41,2026-08-27T14:15:41Z,1787840141174,58.3686484,24.5505147,2.4000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:15:57,2026-08-27T14:15:57Z,1787840157077,58.3686269,24.5500943,2.6659998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:16:35,2026-08-27T14:16:35Z,1787840195004,58.3692857,24.548855,3.0269999504089355,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:16:41,2026-08-27T14:16:41Z,1787840201017,58.3693958,24.5486515,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:16:50,2026-08-27T14:16:50Z,1787840210458,58.3695478,24.5483559,4.196000099182129,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:19:43,2026-08-27T14:19:43Z,1787840383281,58.3723415,24.5427655,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:19:56,2026-08-27T14:19:56Z,1787840396570,58.3724281,24.5426627,3.6630001068115234,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:20:49,2026-08-27T14:20:49Z,1787840449808,58.373196,24.5410584,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:21:03,2026-08-27T14:21:03Z,1787840463429,58.3732786,24.5408369,3.2060000896453857,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:21:46,2026-08-27T14:21:46Z,1787840506264,58.3733629,24.5406522,5.622000217437744,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 17:22:08,2026-08-27T14:22:08Z,1787840528948,58.3736586,24.5401416,4.645999908447266,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:22:25,2026-08-27T14:22:25Z,1787840545268,58.3737513,24.5399366,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:22:44,2026-08-27T14:22:44Z,1787840564828,58.3739659,24.539458,4.251999855041504,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:23:03,2026-08-27T14:23:03Z,1787840583657,58.3742056,24.5390053,3.000999927520752,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:25:05,2026-08-27T14:25:05Z,1787840705991,58.3758734,24.5357693,2.5999999046325684,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:25:46,2026-08-27T14:25:46Z,1787840746658,58.376325,24.5347919,2.700000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:29:02,2026-08-27T14:29:02Z,1787840942171,58.3783686,24.5295969,4.485000133514404,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:31:02,2026-08-27T14:31:02Z,1787841062398,58.3800881,24.5252105,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:32:03,2026-08-27T14:32:03Z,1787841123964,58.3809742,24.5229849,3.9719998836517334,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:32:17,2026-08-27T14:32:17Z,1787841137999,58.3811435,24.5225467,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:32:27,2026-08-27T14:32:27Z,1787841147268,58.3812415,24.5222956,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:33:22,2026-08-27T14:33:22Z,1787841202365,58.3820644,24.5204756,4.2789998054504395,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:33:30,2026-08-27T14:33:30Z,1787841210177,58.3821565,24.5201492,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:33:36,2026-08-27T14:33:36Z,1787841216775,58.3822482,24.5198882,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:33:44,2026-08-27T14:33:44Z,1787841224232,58.3823166,24.5195898,3.005000114440918,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:33:55,2026-08-27T14:33:55Z,1787841235756,58.3824351,24.5191782,4.304999828338623,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:10,2026-08-27T14:34:10Z,1787841250030,58.3825677,24.5188274,4.929999828338623,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:18,2026-08-27T14:34:18Z,1787841258591,58.3825759,24.5187375,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:26,2026-08-27T14:34:26Z,1787841266407,58.3825968,24.5185852,3.9049999713897705,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:32,2026-08-27T14:34:32Z,1787841272995,58.3826623,24.5184629,4.864999771118164,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:39,2026-08-27T14:34:39Z,1787841279267,58.3827002,24.5183082,4.935999870300293,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:46,2026-08-27T14:34:46Z,1787841286958,58.3827626,24.5181012,4.791999816894531,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:34:52,2026-08-27T14:34:52Z,1787841292991,58.3828125,24.5179239,4.920000076293945,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:35:03,2026-08-27T14:35:03Z,1787841303744,58.3828991,24.517556,4.568999767303467,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 17:37:27,2026-08-27T14:37:27Z,1787841447682,58.3852769,24.5134198,2.9000000953674316,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 17:37:40,2026-08-27T14:37:40Z,1787841460833,58.3854602,24.5130907,3.200000047683716,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 17:37:52,2026-08-27T14:37:52Z,1787841472052,58.3856521,24.5127774,3.4159998893737793,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:38:12,2026-08-27T14:38:12Z,1787841492715,58.3859171,24.5120966,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:38:20,2026-08-27T14:38:20Z,1787841500690,58.3859031,24.5119225,2.799999952316284,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:38:26,2026-08-27T14:38:26Z,1787841506842,58.3858879,24.5118147,3.311000108718872,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:38:33,2026-08-27T14:38:33Z,1787841513255,58.3858929,24.5117471,2.8329999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:38:39,2026-08-27T14:38:39Z,1787841519936,58.3858837,24.5115782,4.38100004196167,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:38:48,2026-08-27T14:38:48Z,1787841528864,58.3859067,24.5113638,5.177000045776367,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:40:00,2026-08-27T14:40:00Z,1787841600435,58.3862183,24.5106664,4.468999862670898,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 17:40:08,2026-08-27T14:40:08Z,1787841608742,58.3864212,24.5106689,5.228000164031982,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
lamppost,Lamppost in path,2026-08-27 17:40:24,2026-08-27T14:40:24Z,1787841624664,58.3866953,24.5105785,4.882999897003174,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 17:47:03,2026-08-27T14:47:03Z,1787842023129,58.383666,24.5060949,4.015999794006348,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:03:49,2026-08-27T15:03:49Z,1787843029337,58.3829177,24.4980861,4.627999782562256,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:04:03,2026-08-27T15:04:03Z,1787843043604,58.3828613,24.4980486,3.5980000495910645,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:04:13,2026-08-27T15:04:13Z,1787843053601,58.3826192,24.4980925,4.057000160217285,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:04:22,2026-08-27T15:04:22Z,1787843062479,58.3824781,24.4981078,3.749000072479248,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:04:32,2026-08-27T15:04:32Z,1787843072949,58.3823089,24.4981398,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 18:04:53,2026-08-27T15:04:53Z,1787843093782,58.3820309,24.498165,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
difficult_curb,Difficult curb,2026-08-27 18:05:01,2026-08-27T15:05:01Z,1787843101202,58.3819814,24.4981727,3,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:05:17,2026-08-27T15:05:17Z,1787843117830,58.3818947,24.4982228,2.299999952316284,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:05:24,2026-08-27T15:05:24Z,1787843124456,58.3817956,24.4982466,2.25,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:05:31,2026-08-27T15:05:31Z,1787843131856,58.3816359,24.4982793,2,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
tree_roots,Tree roots,2026-08-27 18:05:39,2026-08-27T15:05:39Z,1787843139387,58.3815502,24.4982855,2.3329999446868896,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
poor_surface,Poor surface material,2026-08-27 18:05:46,2026-08-27T15:05:46Z,1787843146162,58.3814836,24.4983119,2.5,c80873cd-e95e-47e3-9244-bc16ab2db8ea,device_e7atfmfs64d
